[0, -25, -25, -25, -39, -23, -25, -25, 39]
[-25, 0, 61, 61, 47, 63, 61, 65, -3]
[-25, 61, 0, 61, 47, 63, 65, 61, -3]
[-25, 61, 61, 0, 47, 67, 61, 61, -3]
[-39, 47, 47, 47, 0, 49, 47, 47, -21]
[-23, 63, 63, 67, 49, 0, 63, 63, -5]
[-25, 61, 65, 61, 47, 63, 0, 65, -3]
[-25, 65, 61, 61, 47, 63, 65, 0, -3]
[39, -3, -3, -3, -21, -5, -3, -3, 0]
